"UID","Rec","Name","Inf","AT Apps","AT Gls","Salary","Min Fee Rls","Pas %","Str","xG"
2000314470,"- -  -","Jayden Spier","Yth","-","-","$5,500 p/a","-","-",9,"-"
2000191792,"- -  -","Michael Laffey","","-","-","$50,000 p/a","-","-",4,"-"
37079158,"- -  -","Jaimy Kroesen","","-","-","$97,500 p/a","-","-",7,"-"
2000314473,"- -  -","Twan Schens","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000248861,"- -  -","Dondre Abraham","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000191812,"- -  -","Cody Pennington","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000191822,"- -  -","Ranel Young","","-","-","$50,000 p/a","-","-",2,"-"
2000274478,"- -  -","Oier Zon","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000275045,"- -  -","Nassim El Harmouz","","-","-","$14,000 p/a","-","-",8,"-"
2000249372,"- -  -","Tijn Vergeldt","Yth","-","-","$7,500 p/a","-","-",6,"-"
2000191843,"- -  -","Keyrol Figueroa","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000144036,"- -  -","Mika Peters","","-","-","$8,500 p/a","-","-",5,"-"
37079166,"- -  -","Roan van der Plaat","Wnt","-","-","$11,500 p/a","-","-",6,"-"
2000276492,"- -  -","Silvi Clua","","12","-","$16,000 p/a","$400K","-",6,"-"
37084645,"- -  -","Daan Maas","Wnt","1","-","N/A","-","86%",7,"0.00"
2000276737,"- -  -","Kornel Miściur","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000276738,"- -  -","Lucas Pitt","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000276741,"- -  -","Luca Furnell-Gill","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000321651,"- -  -","Jonah Lang","Trn","-","-","$3,600 p/a","-","-",7,"-"
37088119,"- -  -","Danilio Ruperti","","-","-","$8,500 p/a","-","-",6,"-"
2000212323,"- -  -","Reuben McAllister","Trn","-","-","$32,500 p/a","-","-",4,"-"
2000276766,"- -  -","Fola Onanuga","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000276771,"- -  -","Kareem Ahmed","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000249744,"- -  -","Francisco Marizan","Yth","5","-","$6,250 p/a","-","-",5,"-"
2000276996,"- -  -","Alejandro Mestanza","","11","1","$16,000 p/a","$205K","-",6,"-"
2000277289,"- -  -","Pol Rivera","","-","-","$11,250 p/a","$165K","-",6,"-"
2000249747,"- -  -","Lucas Vennegoor of Hesselink","Yth","-","-","$6,250 p/a","-","-",5,"-"
2000325318,"- -  -","Dani Sánchez","","-","-","$16,000 p/a","$140K","-",4,"-"
2000278643,"- -  -","Matar Manga","Trn","-","-","$19,500 p/a","-","-",4,"-"
2000325320,"- -  -","Aimar Blázquez","","-","-","$16,000 p/a","$240K","-",4,"-"
2000212518,"- -  -","Javier Carbonell","","127","45","$16,000 p/a","$165K","-",8,"-"
43392976,"- -  -","Mattia Chiesa","","23","-","$300,000 p/a","-","-",11,"-"
49048438,"- -  -","Teddy Alloh","","23","-","$325,000 p/a","-","65%",8,"0.00"
49060915,"- -  -","Nathan Bitumazala","","18","-","$223,000 p/a","-","83%",7,"0.00"
61080417,"- -  -","Ross Munro","Trn","21","-","$39,000 p/a","-","-",9,"-"
2000212753,"- -  -","Armand van Beedorp","Yth","-","-","$7,500 p/a","-","-",11,"-"
2000280326,"- -  -","Mikhail Ryadno","","5","-","$27,000 p/a","-","78%",10,"0.00"
2000252559,"- -  -","Yarin Shyovitz","Yth","-","-","$6,250 p/a","-","-",2,"-"
2000192120,"- -  -","Daan Bisschops","","-","-","$8,500 p/a","-","-",6,"-"
83223655,"- -  -","Bruno Carvalho","","13","-","$25,000 p/a","-","-",10,"-"
83259139,"- -  -","Hugo Cunha","","1","-","$44,500 p/a","-","-",7,"-"
2000281056,"- -  -","David Modupe","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000281057,"- -  -","Amarn Robinson","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000281059,"- -  -","Theo Flanagan","Yth","-","-","$14,250 p/a","-","-",6,"-"
83261133,"- -  -","João Pinto","","22","3","$22,000 p/a","-","-",7,"-"
83261136,"- -  -","Mauro Ribeiro","","14","-","$53,000 p/a","-","-",4,"-"
2000254175,"- -  -","Dylan Stitt","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000329671,"- -  -","Adam Poliakov","Yth","-","-","$14,250 p/a","-","-",4,"-"
83313666,"- -  -","Ângelo Taveira","Frt","21","1","$36,000 p/a","-","-",7,"-"
83335587,"- -  -","Rafael Alcobia","","2","-","$42,000 p/a","-","-",10,"-"
2000282971,"- -  -","Kahveh Zahiroleslam","","3","1","$139,000 p/a","-","58%",10,"0.83"
2000283075,"- -  -","Greig Thackray","Yth","-","-","$1,900 p/a","-","-",2,"-"
93123174,"- -  -","Jacob Ondrejka","","117","15","$306,000 p/a","-","73%",8,"0.34"
2000147686,"- -  -","Leo Cardoso","Inj","-","-","$14,250 p/a","-","-",6,"-"
2000148380,"- -  -","Justin Ferizaj","","9","-","$29,000 p/a","-","-",8,"-"
2000016623,"- -  -","Kauan Firmino","","33","-","$200,000 p/a","-","31%",9,"0.00"
2000254504,"- -  -","Reuben Smillie","","-","-","$19,500 p/a","-","-",7,"-"
2000283792,"- -  -","TJ Carroll","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000018582,"- -  -","Ivan Gulko","Trn","50","15","$10,750 p/a","-","-",4,"-"
2000254666,"- -  -","Ayman Rabhi","Yth","1","-","$3,200 p/a","-","75%",5,"0.03"
2000214610,"- -  -","Iván Salguero","","-","-","$16,000 p/a","$325K","-",5,"-"
2000020239,"- -  -","Alexander Sandahl","","-","-","$97,500 p/a","-","-",12,"-"
2000285683,"- -  -","Frankie McMahon-Brown","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000285690,"- -  -","Adam Abbas","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000181322,"- -  -","Stan Nuyts","Yth","1","-","$3,200 p/a","-","60%",4,"0.00"
2000287401,"- -  -","Mats Egbring","","-","-","$19,000 p/a","-","-",3,"-"
2000193530,"- -  -","Tino Kaufmann","Trn","-","-","$60,500 p/a","-","-",7,"-"
2000024170,"- -  -","Calem Nieuwenhof","Loa","47","5","$130,000 p/a","-","-",8,"-"
2000025353,"- -  -","Alessandro Dellavalle","","-","-","$44,500 p/a","-","-",10,"-"
2000034603,"- -  -","Max Wilcox","","-","-","$97,500 p/a","-","-",11,"-"
2000256642,"- -  -","Ruaridh Lynch","","-","-","$19,500 p/a","-","-",4,"-"
2000215450,"- -  -","Coby Ebere","","-","-","$39,000 p/a","-","-",13,"-"
2000035016,"- -  -","Amadou Makhtarlayi Sarr","Wnt","-","-","$56,500 p/a","-","-",11,"-"
2000287900,"- -  -","Lebron Campagne","Yth","-","-","$5,500 p/a","-","-",8,"-"
2000287915,"- -  -","Viggo Plantinga","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000215453,"- -  -","Callum Bates","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000287922,"- -  -","Kenji Goes","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000215454,"- -  -","Odin Samuels-Smith","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000035789,"- -  -","Ties Oostra","Yth","-","-","$8,500 p/a","-","-",5,"-"
2000257326,"- -  -","Sem Esselink","Yth","-","-","$6,250 p/a","-","-",1,"-"
2000288089,"- -  -","Remiyan Muthuccumaru","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000215456,"- -  -","Jack Butler","","-","-","$32,500 p/a","-","-",3,"-"
2000288130,"- -  -","Laolu Oladipo","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000215457,"- -  -","Daniel Maher","Yth","-","-","$14,250 p/a","-","-",11,"-"
2000288694,"- -  -","George Morgan","Yth","-","-","$14,250 p/a","-","-",9,"-"
2000288696,"- -  -","Harvey Foster","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000181768,"- -  -","Raf van de Riet","","-","-","$11,750 p/a","-","-",6,"-"
2000288699,"- -  -","Aled Thomas","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000288701,"- -  -","George Finney","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000288702,"- -  -","George Pickford","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000257575,"- -  -","Lucas Gardenier","","-","-","$14,000 p/a","-","-",7,"-"
2000215459,"- -  -","Sebastian Jensen","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000257578,"- -  -","Nicolas Verkooijen","Yth","-","-","$6,250 p/a","-","-",4,"-"
2000257579,"- -  -","Essien Bassey","","2","-","$11,750 p/a","-","-",8,"-"
2000153024,"- -  -","Charlys","","-","-","$17,750 p/a","-","-",12,"-"
2000181770,"- -  -","Matéo Husselin","","-","-","$14,000 p/a","-","-",7,"-"
2000216073,"- -  -","Finley Marjoram","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000042500,"- -  -","Imani Lanquedoc","","-","-","$32,500 p/a","-","-",4,"-"
2000042510,"- -  -","Stefan Parkes","","-","-","$52,000 p/a","-","-",5,"-"
2000042588,"- -  -","Sam Waller","","-","-","$22,500 p/a","-","-",5,"-"
2000042601,"- -  -","Jacson Coppack","","1","-","$22,500 p/a","-","-",4,"-"
2000044536,"- -  -","Josh Allen","","11","1","$22,500 p/a","-","-",4,"-"
2000045008,"- -  -","Jay Koorndijk","","49","3","$10,500 p/a","-","-",8,"-"
2000047034,"- -  -","Cristiano Fitzgerald","Trn","1","-","$33,500 p/a","-","96%",4,"0.54"
2000293612,"- -  -","Laolu Omobolaji","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000293619,"- -  -","Caleb Redhead","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000293621,"- -  -","Sebastian Williams","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000047213,"- -  -","Kyle Crossley","","-","-","$48,500 p/a","-","-",1,"-"
2000293625,"- -  -","Kai-Reece Adams-Collman","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000293627,"- -  -","Zack Henry","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000047449,"- -  -","Frankie Ealing","","-","-","$39,000 p/a","-","-",3,"-"
2000182724,"- -  -","Darius Fălcuşan","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000050975,"- -  -","Dmytro Melnichenko","","2","-","$16,000 p/a","$250K","-",9,"-"
2000053431,"- -  -","Sven Jansen","","-","-","$10,000 p/a","-","-",6,"-"
2000053448,"- -  -","Nando Verdoni","","-","-","$9,750 p/a","-","-",4,"-"
2000183004,"- -  -","Gianluca Rossi","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000053509,"- -  -","Georgie Gent","","-","-","$32,500 p/a","-","-",8,"-"
2000061682,"- -  -","Sofiane Dris","Wnt","-","-","$65,000 p/a","-","-",5,"-"
2000068021,"- -  -","Noah Pusic","Wnt","-","-","$83,500 p/a","-","-",5,"-"
2000159491,"- -  -","Mateus Lustosa","Trn","7","1","$30,500 p/a","-","-",4,"-"
2000296179,"- -  -","Andrés Godfrey","","-","-","$9,250 p/a","$155K","-",7,"-"
2000076853,"- -  -","Boy Nijgh","","-","-","N/A","-","-",8,"-"
2000080383,"- -  -","Midana Cassamá","","32","9","$33,500 p/a","-","-",9,"-"
2000183386,"- -  -","Tyron Akpata","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000080889,"- -  -","António Infante","","31","10","$25,000 p/a","-","-",7,"-"
2000085079,"- -  -","Dias Fumo","IPR","-","-","$25,000 p/a","-","-",7,"-"
2000091874,"- -  -","José Sampaio","","-","-","$30,500 p/a","-","-",12,"-"
2000297346,"- -  -","Guillem Víctor","","-","-","$25,500 p/a","$140K","-",8,"-"
2000183394,"- -  -","Liam Jones","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000297398,"- -  -","Corbin Mthunzi","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000297412,"- -  -","Leo Saca","","-","-","$25,500 p/a","$145K","-",9,"-"
2000095737,"- -  -","Stef Vullinghs","","-","-","$10,500 p/a","-","-",1,"-"
2000161880,"- -  -","Adrià Mora","","-","-","$25,500 p/a","$215K","-",9,"-"
2000097986,"- -  -","Thomas Berenbruch","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000297453,"- -  -","Youssif Dikeni","Inj","-","-","$5,500 p/a","-","-",5,"-"
2000097993,"- -  -","Tommaso Guercio","Trn","-","-","$14,250 p/a","-","-",12,"-"
2000297774,"- -  -","Shane Kluivert","","-","-","$45,000 p/a","$165K","-",6,"-"
2000218297,"- -  -","Tote","","-","-","$16,000 p/a","$190K","-",8,"-"
2000098012,"- -  -","Aleksandar Stanković","Wnt","-","-","$56,500 p/a","-","-",10,"-"
2000298440,"- -  -","Eder Aller","","-","-","$25,500 p/a","$450K","-",8,"-"
2000298712,"- -  -","Charlie Warren","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000218388,"- -  -","Micael Sanhá","","-","-","$73,000 p/a","$48M","-",6,"-"
2000164444,"- -  -","David Muñoz","","-","-","$16,000 p/a","$195K","-",6,"-"
2000098467,"- -  -","Lorenzo Romani","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000298716,"- -  -","Calum Logan","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000298717,"- -  -","Ellis Lehane","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000098494,"- -  -","Leonardo Colombo","","-","-","$22,500 p/a","-","-",9,"-"
2000100076,"- -  -","Rocco Friel","","-","-","$19,500 p/a","-","-",6,"-"
2000100113,"- -  -","Zander Hutton","Yth","-","-","$1,900 p/a","-","-",5,"-"
2000298721,"- -  -","Theo Adelusi","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000183845,"- -  -","Findlay Marshall","Trn","1","-","$16,250 p/a","-","100%",5,"0.00"
2000183846,"- -  -","Kai Watson","","-","-","$16,250 p/a","-","-",5,"-"
2000184135,"- -  -","Riccardo Braschi","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000220942,"- -  -","Kasper Boogaard","","-","-","$11,750 p/a","-","-",7,"-"
2000100116,"- -  -","Kerr Robertson","Yth","-","-","$1,900 p/a","-","-",5,"-"
2000196597,"- -  -","Ewout Moester","Yth","-","-","$6,250 p/a","-","-",3,"-"
2000100118,"- -  -","Ryan Duncan","","-","-","$19,500 p/a","-","-",3,"-"
2000300128,"- -  -","Ibra Sow","","-","-","$19,500 p/a","$230K","-",7,"-"
2000196599,"- -  -","Ryan van de Pavert","Yth","-","-","$6,250 p/a","-","-",5,"-"
2000300157,"- -  -","Lucas Núñez","","-","-","$16,000 p/a","$185K","-",6,"-"
2000165890,"- -  -","Kingstone Mutandwa","nEU","22","15","$34,000 p/a","-","-",11,"-"
2000184284,"- -  -","Mattia Mannini","","-","-","$118,000 p/a","-","-",7,"-"
2000222246,"- -  -","Kyle Kelly","","-","-","$50,000 p/a","-","-",2,"-"
2000300224,"- -  -","Javi Díaz","","-","-","$16,000 p/a","$155K","-",8,"-"
2000222287,"- -  -","Jacob Poytress","","-","-","$50,000 p/a","-","-",3,"-"
2000101145,"- -  -","Riccardo Spaggiari","Wnt","2","-","$14,250 p/a","-","80%",9,"0.30"
2000102271,"- -  -","Manuel Rosetti","Wnt","-","-","$14,250 p/a","-","-",9,"-"
2000222770,"- -  -","Kevin Adueni","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000258355,"- -  -","Julian Baiocchi","","2","-","$42,000 p/a","-","73%",7,"2.05"
2000301023,"- -  -","Zac Shuaib","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000222771,"- -  -","Tony Gbopo","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000169050,"- -  -","Sam Ringeling","","-","-","$11,750 p/a","-","-",4,"-"
2000301028,"- -  -","Louie Copley","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000301029,"- -  -","Dan Casey","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000301030,"- -  -","Reece Clairmont","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000301031,"- -  -","Jakai Bascoe-Fisher","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000222774,"- -  -","Henry Lister","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000301602,"- -  -","Layth Gulzar","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000222775,"- -  -","Elijah Morgan","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000222777,"- -  -","Theo Robinson","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000222832,"- -  -","Faruq Smith","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000102668,"- -  -","Mitchell Robertson","Wnt","27","-","$32,500 p/a","-","-",6,"-"
2000105653,"- -  -","Gabriël Reiziger","Yth","-","-","$7,500 p/a","-","-",3,"-"
2000304525,"- -  -","Archie Crowther","Frt","-","-","$16,750 p/a","-","-",8,"-"
2000304530,"- -  -","Lewis Lorimer","Inj","-","-","$6,500 p/a","-","-",5,"-"
2000304548,"- -  -","Alex Barnett","Trn","-","-","$16,750 p/a","-","-",2,"-"
2000304790,"- -  -","Finlay Allan","Trn","-","-","$6,500 p/a","-","-",4,"-"
2000305267,"- -  -","Ross Clark","","1","-","$6,500 p/a","-","100%",4,"0.00"
2000223691,"- -  -","Timothy Strok","Frt","-","-","$6,250 p/a","-","-",7,"-"
2000105773,"- -  -","Ewan Wilson","Trn","20","-","$29,000 p/a","-","-",5,"-"
2000223892,"- -  -","Zaid El Morabit","Yth","-","-","$7,500 p/a","-","-",4,"-"
2000107283,"- -  -","Benny-Jackson Luyeye","Wnt","21","-","$22,500 p/a","-","-",5,"-"
2000225023,"- -  -","Aaron Loupalo-Bi","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000225026,"- -  -","Ollie Gofford","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000184615,"- -  -","Luke Campbell","","-","-","$162,000 p/a","-","-",5,"-"
2000184616,"- -  -","Chinonso Chibueze","","-","-","$162,000 p/a","-","-",7,"-"
2000225032,"- -  -","Callum Osmand","Inj","-","-","$14,250 p/a","-","-",4,"-"
2000108043,"- -  -","George Dickinson","Trn","-","-","$22,500 p/a","-","-",4,"-"
2000225229,"- -  -","Luís Henrique","","3","-","$25,000 p/a","-","42%",5,"0.00"
2000307797,"- -  -","Mathis Fosté","Yth","3","-","$3,200 p/a","-","67%",1,"0.50"
2000307798,"- -  -","Xavi Everaert","Yth","4","-","$3,200 p/a","-","49%",5,"0.82"
2000108583,"- -  -","Lenny Agbaire","Wnt","4","-","$22,500 p/a","-","-",7,"-"
2000226333,"- -  -","Blaise Uwandji","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000109153,"- -  -","Jack Thompson","","-","-","$32,500 p/a","-","-",5,"-"
2000307804,"- -  -","Jatse Smet","Yth","3","-","$3,200 p/a","-","65%",6,"0.01"
2000109162,"- -  -","Ben Perry","","-","-","$32,500 p/a","-","-",9,"-"
2000307806,"- -  -","Ian Struyf","Yth","-","-","$3,200 p/a","-","-",6,"-"
2000308098,"- -  -","Josh Landers","Yth","-","-","$1,900 p/a","-","-",6,"-"
2000308099,"- -  -","Rory Whittaker","Yth","-","-","$1,900 p/a","-","-",6,"-"
2000308100,"- -  -","Joe McGrath","Yth","-","-","$1,900 p/a","-","-",6,"-"
2000308101,"- -  -","Ryan Mallon","Yth","-","-","$1,900 p/a","-","-",5,"-"
2000308710,"- -  -","Leshano Simons","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000226652,"- -  -","Shannon de Wind","","-","-","$9,750 p/a","-","-",1,"-"
2000109562,"- -  -","Vladimir Mendes","","-","-","$65,000 p/a","-","-",10,"-"
2000170570,"- -  -","Josh Briggs","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000109684,"- -  -","Marvin Kaleta","","-","-","$32,500 p/a","-","-",4,"-"
2000109687,"- -  -","Filozofe Mabete","","-","-","$22,500 p/a","-","-",5,"-"
2000109689,"- -  -","Temple Ojinnaka","","-","-","$32,500 p/a","-","-",4,"-"
2000109690,"- -  -","James Storer","","-","-","$32,500 p/a","-","-",5,"-"
2000171422,"- -  -","Sam Anderson","","1","-","$32,500 p/a","-","-",7,"-"
2000112607,"- -  -","Jacob Slater","","1","-","$130,000 p/a","-","-",8,"-"
2000116922,"- -  -","Maksym Derkach","Una","-","-","$39,000 p/a","-","-",8,"-"
2000185491,"- -  -","Max Dickov","","-","-","$65,000 p/a","-","-",9,"-"
2000186000,"- -  -","Dom Plank","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000186024,"- -  -","Kieron Willox","Yth","1","-","$1,900 p/a","-","-",2,"-"
2000186027,"- -  -","Findlay Curtis","Yth","1","-","$1,900 p/a","-","-",1,"-"
2000186028,"- -  -","Leyton Grant","Yth","-","-","$1,900 p/a","-","-",6,"-"
2000118079,"- -  -","André Luiz","","5","-","$28,500 p/a","-","67%",4,"0.00"
2000186958,"- -  -","Maat Daniel Caprini","","-","-","$28,000 p/a","-","-",11,"-"
2000122128,"- -  -","Reece Trueman","Trn","-","-","$14,250 p/a","-","-",10,"-"
2000228947,"- -  -","Bilal Moussa","Yth","-","-","$6,250 p/a","-","-",6,"-"
2000123319,"- -  -","Jay Tinsdale","","2","-","$26,000 p/a","-","-",4,"-"
2000229196,"- -  -","Ayman Belgadi","Yth","-","-","$7,500 p/a","-","-",4,"-"
2000229197,"- -  -","Ibrahima Camara","Yth","-","-","$9,750 p/a","-","-",6,"-"
2000124290,"- -  -","Tommy Reid","","-","-","$39,000 p/a","-","-",5,"-"
2000335468,"- -  -","Deacon van der Klaauw","Yth","-","-","$6,250 p/a","-","-",4,"-"
2000336990,"- -  -","Luc Nieuwenhuijs","Yth","-","-","$5,500 p/a","-","-",4,"-"
2000229263,"- -  -","Sebastiaan Soetekouw","Yth","-","-","$6,250 p/a","-","-",4,"-"
2000244460,"- -  -","Kelechi Idegwu","Yth","-","-","$6,250 p/a","-","-",11,"-"
2000273438,"- -  -","Stijn Kuijsten","Yth","-","-","$5,500 p/a","-","-",3,"-"
2000242554,"- -  -","Mouaad Latiris","Inj","2","-","$3,200 p/a","-","65%",1,"0.00"
2000330933,"- -  -","Alessandro Milano","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000191978,"- -  -","Lovro Golič","","-","-","$24,500 p/a","-","-",11,"-"
58132656,"- -  -","Vladislav Volkov","Trn","108","15","$39,500 p/a","-","94%",16,"0.00"
2000249371,"- -  -","Merijn van de Wiel","Yth","-","-","$7,500 p/a","-","-",7,"-"
2000147106,"- -  -","Naïm Byar","","-","-","$36,000 p/a","-","-",9,"-"
2000287148,"- -  -","Hugo Humanes","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000145719,"- -  -","Stefano Dalla Riva","Yth","2","-","$14,250 p/a","-","90%",7,"0.00"
2000185827,"- -  -","Seydou Fini","Trn","-","-","$96,500 p/a","-","-",8,"-"
2000135065,"- -  -","João Costa","","1","-","$118,000 p/a","-","80%",8,"0.00"
2000240978,"- -  -","Filippo Scotti","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000288133,"- -  -","Rayan el Miloudi","","-","-","$9,000 p/a","-","-",4,"-"
2000191977,"- -  -","Luka Mlakar","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000024751,"- -  -","Francesco D'Alessio","","-","-","$80,500 p/a","-","-",7,"-"
2000169200,"- -  -","Akaki Giunashvili","Yth","16","-","$3,600 p/a","-","-",5,"-"
2000310339,"- -  -","Tristan Schenkhuizen","Yth","-","-","$8,500 p/a","-","-",7,"-"
2000048682,"- -  -","Medon Berisha","","16","1","$129,000 p/a","-","-",8,"-"
2000184144,"- -  -","Edoardo Sadotti","Wnt","-","-","$14,250 p/a","-","-",10,"-"
2000197232,"- -  -","Luke Gauer","Loa","3","-","$21,000 p/a","-","-",6,"-"
2000314461,"- -  -","Finn Larooi","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000157679,"- -  -","Tai Matea Panić","Trn","31","9","$52,500 p/a","-","-",10,"-"
2000213606,"- -  -","Jorge San José","","-","-","$16,000 p/a","$130K","-",5,"-"
2000022300,"- -  -","Giovanni Incorvaia","Frt","-","-","$52,000 p/a","-","-",8,"-"
2000269260,"- -  -","Matteo Cocchi","Yth","-","-","$14,250 p/a","-","-",6,"-"
66045361,"- -  -","Kwon Hyeok-Kyu","Trn","76","3","$585,000 p/a","-","-",12,"-"
2000197234,"- -  -","Yurij Obert","Loa","-","-","$21,000 p/a","-","-",5,"-"
2000208403,"- -  -","Hakim Sahabo","IPR","-","-","$48,500 p/a","-","-",7,"-"
2000238128,"- -  -","Calum Adamson","Yth","-","-","$1,900 p/a","-","-",5,"-"
2000144337,"- -  -","Younes Tufi","Yth","1","-","$8,500 p/a","-","83%",7,"0.00"
2000270868,"- -  -","Orion Nettl","","-","-","$9,750 p/a","-","-",1,"-"
